question_page,question_id
2,0625_m17_qp_22_02
3,0625_m17_qp_22_03
3,0625_m17_qp_22_04
3,0625_m17_qp_22_05
4,0625_m17_qp_22_06
4,0625_m17_qp_22_07
4,0625_m17_qp_22_08
5,0625_m17_qp_22_09
5,0625_m17_qp_22_10
5,0625_m17_qp_22_11
6,0625_m17_qp_22_12
6,0625_m17_qp_22_13
7,0625_m17_qp_22_14
7,0625_m17_qp_22_15
8,0625_m17_qp_22_16
8,0625_m17_qp_22_17
8,0625_m17_qp_22_18
8,0625_m17_qp_22_19
9,0625_m17_qp_22_20
9,0625_m17_qp_22_21
10,0625_m17_qp_22_22
10,0625_m17_qp_22_23
10,0625_m17_qp_22_24
11,0625_m17_qp_22_25
11,0625_m17_qp_22_26
11,0625_m17_qp_22_27
12,0625_m17_qp_22_28
12,0625_m17_qp_22_29
12,0625_m17_qp_22_30
13,0625_m17_qp_22_31
13,0625_m17_qp_22_32
14,0625_m17_qp_22_33
14,0625_m17_qp_22_34
15,0625_m17_qp_22_35
15,0625_m17_qp_22_36
16,0625_m17_qp_22_37
16,0625_m17_qp_22_38
16,0625_m17_qp_22_39
16,0625_m17_qp_22_40
2,0625_s13_qp_11_01
2,0625_s13_qp_11_02
2,0625_s13_qp_11_03
3,0625_s13_qp_11_04
3,0625_s13_qp_11_05
4,0625_s13_qp_11_06
4,0625_s13_qp_11_07
5,0625_s13_qp_11_08
5,0625_s13_qp_11_09
6,0625_s13_qp_11_10
6,0625_s13_qp_11_11
7,0625_s13_qp_11_12
7,0625_s13_qp_11_13
8,0625_s13_qp_11_14
8,0625_s13_qp_11_15
9,0625_s13_qp_11_16
10,0625_s13_qp_11_17
11,0625_s13_qp_11_18
11,0625_s13_qp_11_19
12,0625_s13_qp_11_20
12,0625_s13_qp_11_21
12,0625_s13_qp_11_22
13,0625_s13_qp_11_23
13,0625_s13_qp_11_24
14,0625_s13_qp_11_25
14,0625_s13_qp_11_26
14,0625_s13_qp_11_27
15,0625_s13_qp_11_28
16,0625_s13_qp_11_29
16,0625_s13_qp_11_30
16,0625_s13_qp_11_31
17,0625_s13_qp_11_32
17,0625_s13_qp_11_33
17,0625_s13_qp_11_34
18,0625_s13_qp_11_35
18,0625_s13_qp_11_36
19,0625_s13_qp_11_37
19,0625_s13_qp_11_38
20,0625_s13_qp_11_39
20,0625_s13_qp_11_40
2,0625_s13_qp_12_01
2,0625_s13_qp_12_02
3,0625_s13_qp_12_03
3,0625_s13_qp_12_04
3,0625_s13_qp_12_05
4,0625_s13_qp_12_06
4,0625_s13_qp_12_07
5,0625_s13_qp_12_08
5,0625_s13_qp_12_09
6,0625_s13_qp_12_10
7,0625_s13_qp_12_11
7,0625_s13_qp_12_12
8,0625_s13_qp_12_13
8,0625_s13_qp_12_14
9,0625_s13_qp_12_15
9,0625_s13_qp_12_16
10,0625_s13_qp_12_17
10,0625_s13_qp_12_18
11,0625_s13_qp_12_19
11,0625_s13_qp_12_20
11,0625_s13_qp_12_21
12,0625_s13_qp_12_22
12,0625_s13_qp_12_23
13,0625_s13_qp_12_24
13,0625_s13_qp_12_25
13,0625_s13_qp_12_26
14,0625_s13_qp_12_27
14,0625_s13_qp_12_28
14,0625_s13_qp_12_29
15,0625_s13_qp_12_30
15,0625_s13_qp_12_31
16,0625_s13_qp_12_32
16,0625_s13_qp_12_33
17,0625_s13_qp_12_34
17,0625_s13_qp_12_35
17,0625_s13_qp_12_36
18,0625_s13_qp_12_37
18,0625_s13_qp_12_38
19,0625_s13_qp_12_39
19,0625_s13_qp_12_40
2,0625_s13_qp_13_01
2,0625_s13_qp_13_02
2,0625_s13_qp_13_03
3,0625_s13_qp_13_04
3,0625_s13_qp_13_05
4,0625_s13_qp_13_06
4,0625_s13_qp_13_07
5,0625_s13_qp_13_08
5,0625_s13_qp_13_09
6,0625_s13_qp_13_10
6,0625_s13_qp_13_11
7,0625_s13_qp_13_12
7,0625_s13_qp_13_13
8,0625_s13_qp_13_14
8,0625_s13_qp_13_15
9,0625_s13_qp_13_16
10,0625_s13_qp_13_17
11,0625_s13_qp_13_18
11,0625_s13_qp_13_19
12,0625_s13_qp_13_20
12,0625_s13_qp_13_21
12,0625_s13_qp_13_22
13,0625_s13_qp_13_23
13,0625_s13_qp_13_24
14,0625_s13_qp_13_25
14,0625_s13_qp_13_26
14,0625_s13_qp_13_27
15,0625_s13_qp_13_28
15,0625_s13_qp_13_29
15,0625_s13_qp_13_30
16,0625_s13_qp_13_31
16,0625_s13_qp_13_32
17,0625_s13_qp_13_33
17,0625_s13_qp_13_34
17,0625_s13_qp_13_35
18,0625_s13_qp_13_36
18,0625_s13_qp_13_37
19,0625_s13_qp_13_38
19,0625_s13_qp_13_39
20,0625_s13_qp_13_40
2,0625_s14_qp_11_01
2,0625_s14_qp_11_02
3,0625_s14_qp_11_03
3,0625_s14_qp_11_04
3,0625_s14_qp_11_05
4,0625_s14_qp_11_06
5,0625_s14_qp_11_07
5,0625_s14_qp_11_08
5,0625_s14_qp_11_09
6,0625_s14_qp_11_10
6,0625_s14_qp_11_11
6,0625_s14_qp_11_12
7,0625_s14_qp_11_13
7,0625_s14_qp_11_14
8,0625_s14_qp_11_15
8,0625_s14_qp_11_16
8,0625_s14_qp_11_17
9,0625_s14_qp_11_18
9,0625_s14_qp_11_19
10,0625_s14_qp_11_20
10,0625_s14_qp_11_21
10,0625_s14_qp_11_22
10,0625_s14_qp_11_23
11,0625_s14_qp_11_24
11,0625_s14_qp_11_25
12,0625_s14_qp_11_26
12,0625_s14_qp_11_27
13,0625_s14_qp_11_28
13,0625_s14_qp_11_29
14,0625_s14_qp_11_30
14,0625_s14_qp_11_31
15,0625_s14_qp_11_32
15,0625_s14_qp_11_33
16,0625_s14_qp_11_34
17,0625_s14_qp_11_35
17,0625_s14_qp_11_36
17,0625_s14_qp_11_37
18,0625_s14_qp_11_38
18,0625_s14_qp_11_39
18,0625_s14_qp_11_40
2,0625_s14_qp_12_01
2,0625_s14_qp_12_02
2,0625_s14_qp_12_03
3,0625_s14_qp_12_04
3,0625_s14_qp_12_05
4,0625_s14_qp_12_06
5,0625_s14_qp_12_07
5,0625_s14_qp_12_08
5,0625_s14_qp_12_09
6,0625_s14_qp_12_10
6,0625_s14_qp_12_11
7,0625_s14_qp_12_12
7,0625_s14_qp_12_13
7,0625_s14_qp_12_14
8,0625_s14_qp_12_15
8,0625_s14_qp_12_16
8,0625_s14_qp_12_17
9,0625_s14_qp_12_18
9,0625_s14_qp_12_19
10,0625_s14_qp_12_20
10,0625_s14_qp_12_21
11,0625_s14_qp_12_22
11,0625_s14_qp_12_23
12,0625_s14_qp_12_24
12,0625_s14_qp_12_25
13,0625_s14_qp_12_26
13,0625_s14_qp_12_27
14,0625_s14_qp_12_28
14,0625_s14_qp_12_29
14,0625_s14_qp_12_30
15,0625_s14_qp_12_31
15,0625_s14_qp_12_32
16,0625_s14_qp_12_33
16,0625_s14_qp_12_34
17,0625_s14_qp_12_35
17,0625_s14_qp_12_36
18,0625_s14_qp_12_37
18,0625_s14_qp_12_38
18,0625_s14_qp_12_39
19,0625_s14_qp_12_40
2,0625_s14_qp_13_01
2,0625_s14_qp_13_02
3,0625_s14_qp_13_03
3,0625_s14_qp_13_04
4,0625_s14_qp_13_05
4,0625_s14_qp_13_06
4,0625_s14_qp_13_07
5,0625_s14_qp_13_08
5,0625_s14_qp_13_09
6,0625_s14_qp_13_10
6,0625_s14_qp_13_11
6,0625_s14_qp_13_12
7,0625_s14_qp_13_13
7,0625_s14_qp_13_14
7,0625_s14_qp_13_15
8,0625_s14_qp_13_16
8,0625_s14_qp_13_17
8,0625_s14_qp_13_18
9,0625_s14_qp_13_19
9,0625_s14_qp_13_20
10,0625_s14_qp_13_21
10,0625_s14_qp_13_22
11,0625_s14_qp_13_23
11,0625_s14_qp_13_24
11,0625_s14_qp_13_25
12,0625_s14_qp_13_26
12,0625_s14_qp_13_27
13,0625_s14_qp_13_28
13,0625_s14_qp_13_29
14,0625_s14_qp_13_30
14,0625_s14_qp_13_31
15,0625_s14_qp_13_32
15,0625_s14_qp_13_33
16,0625_s14_qp_13_34
17,0625_s14_qp_13_35
17,0625_s14_qp_13_36
17,0625_s14_qp_13_37
18,0625_s14_qp_13_38
18,0625_s14_qp_13_39
19,0625_s14_qp_13_40
2,0625_s15_qp_11_01
3,0625_s15_qp_11_02
3,0625_s15_qp_11_03
3,0625_s15_qp_11_04
4,0625_s15_qp_11_05
4,0625_s15_qp_11_06
5,0625_s15_qp_11_07
5,0625_s15_qp_11_08
5,0625_s15_qp_11_09
6,0625_s15_qp_11_10
6,0625_s15_qp_11_11
7,0625_s15_qp_11_12
7,0625_s15_qp_11_13
8,0625_s15_qp_11_14
8,0625_s15_qp_11_15
9,0625_s15_qp_11_16
9,0625_s15_qp_11_17
9,0625_s15_qp_11_18
10,0625_s15_qp_11_19
10,0625_s15_qp_11_20
10,0625_s15_qp_11_21
11,0625_s15_qp_11_22
11,0625_s15_qp_11_23
12,0625_s15_qp_11_24
12,0625_s15_qp_11_25
13,0625_s15_qp_11_26
13,0625_s15_qp_11_27
13,0625_s15_qp_11_28
14,0625_s15_qp_11_29
14,0625_s15_qp_11_30
15,0625_s15_qp_11_31
15,0625_s15_qp_11_32
16,0625_s15_qp_11_33
16,0625_s15_qp_11_34
16,0625_s15_qp_11_35
17,0625_s15_qp_11_36
17,0625_s15_qp_11_37
17,0625_s15_qp_11_38
18,0625_s15_qp_11_39
18,0625_s15_qp_11_40
2,0625_s15_qp_12_01
2,0625_s15_qp_12_02
2,0625_s15_qp_12_03
2,0625_s15_qp_12_04
3,0625_s15_qp_12_05
3,0625_s15_qp_12_06
4,0625_s15_qp_12_07
4,0625_s15_qp_12_08
5,0625_s15_qp_12_09
5,0625_s15_qp_12_10
6,0625_s15_qp_12_11
6,0625_s15_qp_12_12
7,0625_s15_qp_12_13
7,0625_s15_qp_12_14
8,0625_s15_qp_12_15
8,0625_s15_qp_12_16
9,0625_s15_qp_12_17
10,0625_s15_qp_12_18
10,0625_s15_qp_12_19
11,0625_s15_qp_12_20
11,0625_s15_qp_12_21
12,0625_s15_qp_12_22
12,0625_s15_qp_12_23
13,0625_s15_qp_12_24
13,0625_s15_qp_12_25
13,0625_s15_qp_12_26
14,0625_s15_qp_12_27
14,0625_s15_qp_12_28
15,0625_s15_qp_12_29
16,0625_s15_qp_12_30
16,0625_s15_qp_12_31
17,0625_s15_qp_12_32
17,0625_s15_qp_12_33
18,0625_s15_qp_12_34
18,0625_s15_qp_12_35
18,0625_s15_qp_12_36
19,0625_s15_qp_12_37
19,0625_s15_qp_12_38
19,0625_s15_qp_12_39
19,0625_s15_qp_12_40
2,0625_s15_qp_13_01
2,0625_s15_qp_13_02
2,0625_s15_qp_13_03
2,0625_s15_qp_13_04
3,0625_s15_qp_13_05
3,0625_s15_qp_13_06
4,0625_s15_qp_13_07
4,0625_s15_qp_13_08
5,0625_s15_qp_13_09
5,0625_s15_qp_13_10
6,0625_s15_qp_13_11
6,0625_s15_qp_13_12
6,0625_s15_qp_13_13
7,0625_s15_qp_13_14
7,0625_s15_qp_13_15
8,0625_s15_qp_13_16
8,0625_s15_qp_13_17
8,0625_s15_qp_13_18
9,0625_s15_qp_13_19
9,0625_s15_qp_13_20
10,0625_s15_qp_13_21
10,0625_s15_qp_13_22
11,0625_s15_qp_13_23
11,0625_s15_qp_13_24
11,0625_s15_qp_13_25
12,0625_s15_qp_13_26
12,0625_s15_qp_13_27
12,0625_s15_qp_13_28
13,0625_s15_qp_13_29
13,0625_s15_qp_13_30
14,0625_s15_qp_13_31
14,0625_s15_qp_13_32
15,0625_s15_qp_13_33
15,0625_s15_qp_13_34
16,0625_s15_qp_13_35
16,0625_s15_qp_13_36
17,0625_s15_qp_13_37
17,0625_s15_qp_13_38
17,0625_s15_qp_13_39
18,0625_s15_qp_13_40
2,0625_s15_qp_14_01
2,0625_s15_qp_14_02
3,0625_s15_qp_14_03
3,0625_s15_qp_14_04
3,0625_s15_qp_14_05
4,0625_s15_qp_14_06
4,0625_s15_qp_14_07
5,0625_s15_qp_14_08
5,0625_s15_qp_14_09
5,0625_s15_qp_14_10
5,0625_s15_qp_14_11
6,0625_s15_qp_14_12
6,0625_s15_qp_14_13
6,0625_s15_qp_14_14
7,0625_s15_qp_14_15
7,0625_s15_qp_14_16
8,0625_s15_qp_14_17
8,0625_s15_qp_14_18
9,0625_s15_qp_14_19
9,0625_s15_qp_14_20
10,0625_s15_qp_14_21
11,0625_s15_qp_14_22
11,0625_s15_qp_14_23
12,0625_s15_qp_14_24
12,0625_s15_qp_14_25
12,0625_s15_qp_14_26
13,0625_s15_qp_14_27
13,0625_s15_qp_14_28
13,0625_s15_qp_14_29
14,0625_s15_qp_14_30
14,0625_s15_qp_14_31
14,0625_s15_qp_14_32
15,0625_s15_qp_14_33
16,0625_s15_qp_14_34
16,0625_s15_qp_14_35
17,0625_s15_qp_14_36
17,0625_s15_qp_14_37
17,0625_s15_qp_14_38
18,0625_s15_qp_14_39
18,0625_s15_qp_14_40
2,0625_s16_qp_21_01
2,0625_s16_qp_21_02
3,0625_s16_qp_21_03
3,0625_s16_qp_21_04
4,0625_s16_qp_21_05
4,0625_s16_qp_21_06
5,0625_s16_qp_21_07
5,0625_s16_qp_21_08
5,0625_s16_qp_21_09
5,0625_s16_qp_21_10
6,0625_s16_qp_21_11
6,0625_s16_qp_21_12
7,0625_s16_qp_21_13
7,0625_s16_qp_21_14
7,0625_s16_qp_21_15
8,0625_s16_qp_21_16
8,0625_s16_qp_21_17
9,0625_s16_qp_21_18
9,0625_s16_qp_21_19
9,0625_s16_qp_21_20
10,0625_s16_qp_21_21
10,0625_s16_qp_21_22
10,0625_s16_qp_21_23
11,0625_s16_qp_21_24
11,0625_s16_qp_21_25
11,0625_s16_qp_21_26
12,0625_s16_qp_21_27
12,0625_s16_qp_21_28
13,0625_s16_qp_21_29
13,0625_s16_qp_21_30
14,0625_s16_qp_21_31
14,0625_s16_qp_21_32
15,0625_s16_qp_21_33
15,0625_s16_qp_21_34
16,0625_s16_qp_21_35
16,0625_s16_qp_21_36
17,0625_s16_qp_21_37
17,0625_s16_qp_21_38
17,0625_s16_qp_21_39
18,0625_s16_qp_21_40
2,0625_s16_qp_22_01
2,0625_s16_qp_22_02
2,0625_s16_qp_22_03
3,0625_s16_qp_22_04
3,0625_s16_qp_22_05
3,0625_s16_qp_22_06
4,0625_s16_qp_22_07
4,0625_s16_qp_22_08
4,0625_s16_qp_22_09
5,0625_s16_qp_22_10
5,0625_s16_qp_22_11
5,0625_s16_qp_22_12
6,0625_s16_qp_22_13
6,0625_s16_qp_22_14
6,0625_s16_qp_22_15
7,0625_s16_qp_22_16
7,0625_s16_qp_22_17
7,0625_s16_qp_22_18
8,0625_s16_qp_22_19
8,0625_s16_qp_22_20
8,0625_s16_qp_22_21
9,0625_s16_qp_22_22
9,0625_s16_qp_22_23
9,0625_s16_qp_22_24
10,0625_s16_qp_22_25
10,0625_s16_qp_22_26
10,0625_s16_qp_22_27
11,0625_s16_qp_22_28
11,0625_s16_qp_22_29
12,0625_s16_qp_22_30
12,0625_s16_qp_22_31
13,0625_s16_qp_22_32
13,0625_s16_qp_22_33
14,0625_s16_qp_22_34
14,0625_s16_qp_22_35
15,0625_s16_qp_22_36
15,0625_s16_qp_22_37
15,0625_s16_qp_22_38
16,0625_s16_qp_22_39
16,0625_s16_qp_22_40
2,0625_s16_qp_23_01
2,0625_s16_qp_23_02
3,0625_s16_qp_23_03
3,0625_s16_qp_23_04
3,0625_s16_qp_23_05
4,0625_s16_qp_23_06
4,0625_s16_qp_23_07
4,0625_s16_qp_23_08
5,0625_s16_qp_23_09
5,0625_s16_qp_23_10
5,0625_s16_qp_23_11
6,0625_s16_qp_23_12
6,0625_s16_qp_23_13
6,0625_s16_qp_23_14
7,0625_s16_qp_23_15
7,0625_s16_qp_23_16
7,0625_s16_qp_23_17
8,0625_s16_qp_23_18
8,0625_s16_qp_23_19
8,0625_s16_qp_23_20
9,0625_s16_qp_23_21
9,0625_s16_qp_23_22
9,0625_s16_qp_23_23
10,0625_s16_qp_23_24
10,0625_s16_qp_23_25
10,0625_s16_qp_23_26
11,0625_s16_qp_23_27
11,0625_s16_qp_23_28
12,0625_s16_qp_23_29
12,0625_s16_qp_23_30
13,0625_s16_qp_23_31
13,0625_s16_qp_23_32
14,0625_s16_qp_23_33
14,0625_s16_qp_23_34
15,0625_s16_qp_23_35
15,0625_s16_qp_23_36
16,0625_s16_qp_23_37
16,0625_s16_qp_23_38
16,0625_s16_qp_23_39
17,0625_s16_qp_23_40
2,0625_s17_qp_21_01
2,0625_s17_qp_21_02
2,0625_s17_qp_21_03
3,0625_s17_qp_21_04
3,0625_s17_qp_21_05
4,0625_s17_qp_21_06
4,0625_s17_qp_21_07
5,0625_s17_qp_21_08
5,0625_s17_qp_21_09
6,0625_s17_qp_21_10
6,0625_s17_qp_21_11
7,0625_s17_qp_21_12
7,0625_s17_qp_21_13
8,0625_s17_qp_21_14
8,0625_s17_qp_21_15
9,0625_s17_qp_21_16
9,0625_s17_qp_21_17
10,0625_s17_qp_21_18
11,0625_s17_qp_21_19
11,0625_s17_qp_21_20
12,0625_s17_qp_21_21
12,0625_s17_qp_21_22
12,0625_s17_qp_21_23
13,0625_s17_qp_21_24
13,0625_s17_qp_21_25
13,0625_s17_qp_21_26
14,0625_s17_qp_21_27
14,0625_s17_qp_21_28
14,0625_s17_qp_21_29
14,0625_s17_qp_21_30
15,0625_s17_qp_21_31
15,0625_s17_qp_21_32
16,0625_s17_qp_21_33
16,0625_s17_qp_21_34
17,0625_s17_qp_21_35
17,0625_s17_qp_21_36
17,0625_s17_qp_21_37
17,0625_s17_qp_21_38
18,0625_s17_qp_21_39
18,0625_s17_qp_21_40
2,0625_s17_qp_22_01
2,0625_s17_qp_22_02
3,0625_s17_qp_22_03
3,0625_s17_qp_22_04
4,0625_s17_qp_22_05
4,0625_s17_qp_22_06
4,0625_s17_qp_22_07
5,0625_s17_qp_22_08
5,0625_s17_qp_22_09
6,0625_s17_qp_22_10
6,0625_s17_qp_22_11
6,0625_s17_qp_22_12
7,0625_s17_qp_22_13
7,0625_s17_qp_22_14
7,0625_s17_qp_22_15
7,0625_s17_qp_22_16
8,0625_s17_qp_22_17
9,0625_s17_qp_22_18
10,0625_s17_qp_22_19
11,0625_s17_qp_22_20
11,0625_s17_qp_22_21
12,0625_s17_qp_22_22
12,0625_s17_qp_22_23
12,0625_s17_qp_22_24
13,0625_s17_qp_22_25
13,0625_s17_qp_22_26
13,0625_s17_qp_22_27
14,0625_s17_qp_22_28
14,0625_s17_qp_22_29
14,0625_s17_qp_22_30
15,0625_s17_qp_22_31
15,0625_s17_qp_22_32
16,0625_s17_qp_22_33
16,0625_s17_qp_22_34
16,0625_s17_qp_22_35
16,0625_s17_qp_22_36
17,0625_s17_qp_22_37
17,0625_s17_qp_22_38
17,0625_s17_qp_22_39
17,0625_s17_qp_22_40
2,0625_s17_qp_23_01
2,0625_s17_qp_23_02
2,0625_s17_qp_23_03
3,0625_s17_qp_23_04
3,0625_s17_qp_23_05
3,0625_s17_qp_23_06
4,0625_s17_qp_23_07
5,0625_s17_qp_23_08
6,0625_s17_qp_23_09
6,0625_s17_qp_23_10
7,0625_s17_qp_23_11
7,0625_s17_qp_23_12
8,0625_s17_qp_23_13
8,0625_s17_qp_23_14
8,0625_s17_qp_23_15
9,0625_s17_qp_23_16
10,0625_s17_qp_23_17
10,0625_s17_qp_23_18
11,0625_s17_qp_23_19
12,0625_s17_qp_23_20
12,0625_s17_qp_23_21
13,0625_s17_qp_23_22
13,0625_s17_qp_23_23
13,0625_s17_qp_23_24
13,0625_s17_qp_23_25
14,0625_s17_qp_23_26
14,0625_s17_qp_23_27
14,0625_s17_qp_23_28
14,0625_s17_qp_23_29
14,0625_s17_qp_23_30
15,0625_s17_qp_23_31
15,0625_s17_qp_23_32
16,0625_s17_qp_23_33
16,0625_s17_qp_23_34
16,0625_s17_qp_23_35
17,0625_s17_qp_23_36
17,0625_s17_qp_23_37
17,0625_s17_qp_23_38
17,0625_s17_qp_23_39
18,0625_s17_qp_23_40
2,0625_w13_qp_11_01
2,0625_w13_qp_11_02
2,0625_w13_qp_11_03
3,0625_w13_qp_11_04
3,0625_w13_qp_11_05
3,0625_w13_qp_11_06
4,0625_w13_qp_11_07
4,0625_w13_qp_11_08
4,0625_w13_qp_11_09
5,0625_w13_qp_11_10
5,0625_w13_qp_11_11
6,0625_w13_qp_11_12
6,0625_w13_qp_11_13
6,0625_w13_qp_11_14
7,0625_w13_qp_11_15
7,0625_w13_qp_11_16
8,0625_w13_qp_11_17
8,0625_w13_qp_11_18
8,0625_w13_qp_11_19
9,0625_w13_qp_11_20
9,0625_w13_qp_11_21
9,0625_w13_qp_11_22
10,0625_w13_qp_11_23
10,0625_w13_qp_11_24
11,0625_w13_qp_11_25
11,0625_w13_qp_11_26
11,0625_w13_qp_11_27
11,0625_w13_qp_11_28
12,0625_w13_qp_11_29
12,0625_w13_qp_11_30
12,0625_w13_qp_11_31
13,0625_w13_qp_11_32
13,0625_w13_qp_11_33
14,0625_w13_qp_11_34
14,0625_w13_qp_11_35
15,0625_w13_qp_11_36
15,0625_w13_qp_11_37
16,0625_w13_qp_11_38
16,0625_w13_qp_11_39
16,0625_w13_qp_11_40
2,0625_w13_qp_12_01
2,0625_w13_qp_12_02
2,0625_w13_qp_12_03
3,0625_w13_qp_12_04
3,0625_w13_qp_12_05
3,0625_w13_qp_12_06
4,0625_w13_qp_12_07
4,0625_w13_qp_12_08
4,0625_w13_qp_12_09
5,0625_w13_qp_12_10
5,0625_w13_qp_12_11
6,0625_w13_qp_12_12
6,0625_w13_qp_12_13
6,0625_w13_qp_12_14
7,0625_w13_qp_12_15
7,0625_w13_qp_12_16
8,0625_w13_qp_12_17
8,0625_w13_qp_12_18
8,0625_w13_qp_12_19
9,0625_w13_qp_12_20
9,0625_w13_qp_12_21
9,0625_w13_qp_12_22
10,0625_w13_qp_12_23
10,0625_w13_qp_12_24
11,0625_w13_qp_12_25
11,0625_w13_qp_12_26
11,0625_w13_qp_12_27
11,0625_w13_qp_12_28
12,0625_w13_qp_12_29
12,0625_w13_qp_12_30
12,0625_w13_qp_12_31
13,0625_w13_qp_12_32
13,0625_w13_qp_12_33
14,0625_w13_qp_12_34
14,0625_w13_qp_12_35
15,0625_w13_qp_12_36
15,0625_w13_qp_12_37
16,0625_w13_qp_12_38
16,0625_w13_qp_12_39
16,0625_w13_qp_12_40
2,0625_w13_qp_13_01
2,0625_w13_qp_13_02
3,0625_w13_qp_13_03
3,0625_w13_qp_13_04
3,0625_w13_qp_13_05
4,0625_w13_qp_13_06
4,0625_w13_qp_13_07
5,0625_w13_qp_13_08
5,0625_w13_qp_13_09
5,0625_w13_qp_13_10
6,0625_w13_qp_13_11
6,0625_w13_qp_13_12
6,0625_w13_qp_13_13
7,0625_w13_qp_13_14
7,0625_w13_qp_13_15
8,0625_w13_qp_13_16
8,0625_w13_qp_13_17
9,0625_w13_qp_13_18
9,0625_w13_qp_13_19
9,0625_w13_qp_13_20
10,0625_w13_qp_13_21
10,0625_w13_qp_13_22
11,0625_w13_qp_13_23
12,0625_w13_qp_13_24
12,0625_w13_qp_13_25
13,0625_w13_qp_13_26
13,0625_w13_qp_13_27
13,0625_w13_qp_13_28
14,0625_w13_qp_13_29
14,0625_w13_qp_13_30
14,0625_w13_qp_13_31
15,0625_w13_qp_13_32
15,0625_w13_qp_13_33
16,0625_w13_qp_13_34
16,0625_w13_qp_13_35
17,0625_w13_qp_13_36
17,0625_w13_qp_13_37
18,0625_w13_qp_13_38
18,0625_w13_qp_13_39
19,0625_w13_qp_13_40
2,0625_w14_qp_11_01
2,0625_w14_qp_11_02
3,0625_w14_qp_11_03
3,0625_w14_qp_11_04
3,0625_w14_qp_11_05
4,0625_w14_qp_11_06
4,0625_w14_qp_11_07
4,0625_w14_qp_11_08
5,0625_w14_qp_11_09
5,0625_w14_qp_11_10
5,0625_w14_qp_11_11
6,0625_w14_qp_11_12
6,0625_w14_qp_11_13
7,0625_w14_qp_11_14
7,0625_w14_qp_11_15
8,0625_w14_qp_11_16
8,0625_w14_qp_11_17
9,0625_w14_qp_11_18
9,0625_w14_qp_11_19
10,0625_w14_qp_11_20
10,0625_w14_qp_11_21
10,0625_w14_qp_11_22
10,0625_w14_qp_11_23
11,0625_w14_qp_11_24
11,0625_w14_qp_11_25
12,0625_w14_qp_11_26
12,0625_w14_qp_11_27
12,0625_w14_qp_11_28
13,0625_w14_qp_11_29
13,0625_w14_qp_11_30
14,0625_w14_qp_11_31
14,0625_w14_qp_11_32
15,0625_w14_qp_11_33
15,0625_w14_qp_11_34
15,0625_w14_qp_11_35
16,0625_w14_qp_11_36
16,0625_w14_qp_11_37
16,0625_w14_qp_11_38
17,0625_w14_qp_11_39
17,0625_w14_qp_11_40
2,0625_w14_qp_12_01
2,0625_w14_qp_12_02
3,0625_w14_qp_12_03
3,0625_w14_qp_12_04
4,0625_w14_qp_12_05
4,0625_w14_qp_12_06
4,0625_w14_qp_12_07
4,0625_w14_qp_12_08
5,0625_w14_qp_12_09
5,0625_w14_qp_12_10
6,0625_w14_qp_12_11
6,0625_w14_qp_12_12
